,Open Bid_x,Open Bid_y,Open Ask_y,Long Swap AUDNZD,Open Bid_x,Open Bid_y,Open Ask_y
2018-11-22,1.6,1.55,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2018-11-23,1.63,1.55,1.95,-3.379805661174487e-06,1.63,-0.92,-0.67
2018-11-24,1.5,1.55,1.95,-5.000000000000005e-06,1.5,-0.92,-0.67
2018-11-25,1.55,1.55,1.95,-4.357298474945537e-06,1.55,-0.92,-0.67
2018-11-26,1.66,1.55,1.95,-3.0284043441938183e-06,1.66,-0.92,-0.67
2018-11-27,1.66,1.55,1.95,-3.0284043441938183e-06,1.66,-0.92,-0.67
2018-11-28,1.6,1.55,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2018-11-29,1.58,1.55,1.95,-3.983634797588287e-06,1.58,-0.92,-0.67
2018-11-30,1.62,1.55,1.95,-3.498727735368955e-06,1.62,-0.92,-0.67
2018-12-01,1.5,1.55,1.95,-5.000000000000005e-06,1.5,-0.92,-0.67
2018-12-02,1.44,1.55,1.95,-5.806010928961751e-06,1.44,-0.92,-0.67
2018-12-03,1.64,1.55,1.95,-3.2617845117845178e-06,1.64,-0.92,-0.67
2018-12-04,1.52,1.55,1.95,-4.739858906525575e-06,1.52,-0.92,-0.67
2018-12-05,1.52,1.55,1.95,-4.739858906525575e-06,1.52,-0.92,-0.67
2018-12-06,1.53,1.55,1.95,-4.611330698287218e-06,1.53,-0.92,-0.67
2018-12-07,1.52,1.55,1.95,-4.739858906525575e-06,1.52,-0.92,-0.67
2018-12-08,1.5,1.55,1.95,-5.000000000000005e-06,1.5,-0.92,-0.67
2018-12-09,1.45,1.55,1.95,-5.668934240362812e-06,1.45,-0.92,-0.67
2018-12-10,1.58,1.55,1.95,-3.983634797588287e-06,1.58,-0.92,-0.67
2018-12-11,1.62,1.55,1.95,-3.498727735368955e-06,1.62,-0.92,-0.67
2018-12-12,1.6,1.55,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2018-12-13,1.66,1.85,2.25,-6.161236424394318e-06,1.66,-0.92,-0.67
2018-12-14,2.04,1.85,2.35,-2.832602339181287e-06,2.04,-0.92,-0.67
2018-12-15,1.7,1.85,2.35,-6.687242798353909e-06,1.7,-0.92,-0.67
2018-12-16,1.75,1.85,2.35,-6.060606060606063e-06,1.75,-0.92,-0.67
2018-12-17,1.75,1.85,2.35,-6.060606060606063e-06,1.75,-0.92,-0.67
2018-12-18,1.73,1.85,2.35,-6.30850630850631e-06,1.73,-0.92,-0.67
2018-12-19,1.74,1.85,2.35,-6.184103811841035e-06,1.74,-0.92,-0.67
2018-12-20,1.65,1.85,2.35,-7.337526205450738e-06,1.65,-0.92,-0.67
2018-12-21,1.85,1.85,2.35,-4.87329434697856e-06,1.85,-0.92,-0.67
2018-12-24,1.85,1.85,2.35,-4.87329434697856e-06,1.85,-0.92,-0.67
2018-12-26,1.85,1.85,2.35,-4.87329434697856e-06,1.85,-0.92,-0.67
2018-12-27,2.17,1.85,2.55,-3.329828250963896e-06,2.17,-2.02,-1.72
2018-12-28,2.1,1.65,3.1,-8.960573476702507e-06,2.1,-2.02,-1.72
2018-12-29,1.67,1.65,2.55,-9.155222638368703e-06,2.1,-2.02,-1.72
2018-12-30,2.0,1.65,2.55,-5.092592592592593e-06,2.0,-0.85,-0.65
2018-12-31,1.77,1.65,2.55,-7.821901323706378e-06,1.77,-0.75,-0.6
2019-01-01,1.7,1.65,2.55,-8.744855967078185e-06,1.7,-0.92,-0.68
2019-01-02,1.75,1.65,2.55,-8.080808080808077e-06,1.75,-0.75,-0.6
2019-01-03,1.62,1.55,2.05,-4.558948261238334e-06,1.62,-0.92,-0.67
2019-01-04,1.7,1.55,1.95,-2.5720164609053487e-06,1.7,-0.92,-0.67
2019-01-05,1.75,1.55,1.95,-2.0202020202020206e-06,1.75,-0.92,-0.67
2019-01-06,1.55,1.55,1.95,-4.357298474945537e-06,1.55,-0.92,-0.67
2019-01-07,1.76,1.55,1.95,-1.912238325281806e-06,1.76,-0.92,-0.67
2019-01-08,1.74,1.55,1.95,-2.12895377128954e-06,1.74,-0.92,-0.67
2019-01-09,1.74,1.55,1.95,-2.12895377128954e-06,1.74,-0.92,-0.67
2019-01-10,1.7,1.55,1.95,-2.5720164609053487e-06,1.7,-0.92,-0.67
2019-01-11,1.85,1.55,1.95,-9.746588693957149e-07,1.85,-0.92,-0.67
2019-01-12,1.8,1.55,1.95,-1.488095238095239e-06,1.8,-0.92,-0.67
2019-01-13,1.85,1.55,1.95,-9.746588693957149e-07,1.85,-0.92,-0.67
2019-01-14,1.93,1.55,1.95,-1.8960940462647234e-07,1.93,-0.92,-0.67
2019-01-15,1.85,1.55,1.95,-9.746588693957149e-07,1.85,-0.92,-0.67
2019-01-16,2.05,1.72,1.92,1.1839708561020012e-06,2.05,-0.92,-0.67
2019-01-17,1.9,1.55,1.95,-4.789272030651381e-07,1.9,-0.92,-0.67
2019-01-18,1.87,1.78,1.98,-1.0646535036778914e-06,1.87,-0.92,-0.67
2019-01-19,1.88,1.6,1.9,-1.929012345679006e-07,1.88,-0.92,-0.67
2019-01-20,1.8,1.6,1.9,-9.920634920634948e-07,1.8,-0.92,-0.67
2019-01-21,1.83,1.6,1.9,-6.870828425598731e-07,1.83,-0.92,-0.67
2019-01-22,1.85,1.6,1.9,-4.873294346978511e-07,1.85,-0.92,-0.67
2019-01-23,1.75,1.7,2.0,-2.5252525252525232e-06,1.75,-0.92,-0.67
2019-01-24,1.68,1.65,1.95,-2.7985074626865737e-06,1.68,-0.92,-0.67
2019-01-25,1.63,1.65,1.95,-3.379805661174487e-06,1.63,-0.92,-0.67
2019-01-27,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2019-01-28,1.63,1.65,1.95,-3.379805661174487e-06,1.63,-0.92,-0.67
2019-01-29,1.83,1.65,1.95,-1.1778563015312154e-06,1.83,-0.92,-0.67
2019-01-30,1.9,1.65,1.95,-4.789272030651381e-07,1.9,-0.92,-0.67
2019-01-31,1.9,1.55,1.95,-4.789272030651381e-07,1.9,-0.92,-0.67
2019-02-01,1.85,1.55,1.95,-9.746588693957149e-07,1.85,-0.92,-0.67
2019-02-03,1.85,1.15,1.65,1.949317738791426e-06,1.85,-0.92,-0.67
2019-02-04,1.87,1.15,1.65,2.1293070073557888e-06,1.87,-0.92,-0.67
2019-02-05,1.85,1.15,1.65,1.949317738791426e-06,1.85,-0.92,-0.67
2019-02-06,1.85,1.15,1.65,1.949317738791426e-06,1.85,-0.92,-0.67
2019-02-07,1.9,1.15,1.65,2.394636015325669e-06,1.9,-0.92,-0.67
2019-02-08,1.9,1.25,1.75,1.436781609195402e-06,1.9,-0.92,-0.67
2019-02-10,1.6,1.25,1.75,-1.6025641025641031e-06,1.6,-0.92,-0.67
2019-02-11,1.72,1.25,1.75,-3.0637254901961293e-07,1.72,-0.92,-0.67
2019-02-12,1.74,1.55,1.95,-2.12895377128954e-06,1.74,-0.92,-0.67
2019-02-13,1.67,1.65,1.95,-2.9130253849354984e-06,1.67,-0.92,-0.67
2019-02-14,1.7,1.55,1.95,-2.5720164609053487e-06,1.7,-0.97,-0.67
2019-02-15,1.88,1.45,1.85,2.893518518518508e-07,1.88,-0.9,-0.6
2019-02-17,1.72,1.45,1.85,-1.3276143790849688e-06,1.72,-0.92,-0.67
2019-02-18,1.76,1.45,1.85,-9.057971014492794e-07,1.76,-0.92,-0.67
2019-02-19,1.76,1.45,1.85,-9.057971014492794e-07,1.76,-0.91,-0.61
2019-02-20,1.68,1.45,1.85,-1.7620232172471044e-06,1.68,-0.9,-0.6
2019-02-21,1.68,1.45,1.85,-1.7620232172471044e-06,1.68,-0.92,-0.67
2019-02-22,1.71,1.45,1.85,-1.4350143501435005e-06,1.71,-0.92,-0.67
2019-02-23,1.7,1.55,1.95,-2.5720164609053487e-06,1.7,-0.92,-0.67
2019-02-24,1.35,1.55,1.95,-7.092198581560282e-06,1.35,-0.92,-0.67
2019-02-25,1.7,1.55,1.95,-2.5720164609053487e-06,1.7,-0.92,-0.67
2019-02-26,1.68,1.55,1.95,-2.7985074626865737e-06,1.68,-0.92,-0.67
2019-02-27,1.64,1.75,2.15,-5.366161616161621e-06,1.64,-0.9,-0.6
2019-02-28,1.63,1.65,1.95,-3.379805661174487e-06,1.63,-0.92,-0.67
2019-03-01,1.65,1.55,1.85,-2.096436058700209e-06,1.65,-0.92,-0.67
2019-03-02,1.52,1.55,1.85,-3.637566137566137e-06,1.52,-0.92,-0.67
2019-03-03,1.45,1.55,1.85,-4.535147392290248e-06,1.45,-0.92,-0.67
2019-03-04,1.56,1.55,1.85,-3.146701388888889e-06,1.56,-0.92,-0.67
2019-03-05,1.53,1.55,1.85,-3.513394817742642e-06,1.53,-0.92,-0.67
2019-03-06,1.57,1.55,1.85,-3.0263726761781187e-06,1.57,-0.92,-0.67
2019-03-07,1.58,1.55,1.85,-2.906976744186045e-06,1.58,-0.92,-0.67
2019-03-08,1.82,1.55,1.85,-2.955082742316743e-07,1.82,-0.92,-0.67
2019-03-09,1.65,1.55,1.85,-2.096436058700209e-06,1.65,-0.92,-0.67
2019-03-10,1.5,1.55,1.85,-3.888888888888892e-06,1.5,-0.92,-0.67
2019-03-11,1.6,1.55,1.85,-2.670940170940174e-06,1.6,-0.92,-0.67
2019-03-12,1.72,1.65,2.05,-3.3700980392156867e-06,1.72,-0.92,-0.67
2019-03-13,1.65,1.75,2.05,-4.192872117400418e-06,1.65,-0.92,-0.67
2019-03-14,1.63,1.75,2.05,-4.435994930291509e-06,1.63,-0.92,-0.67
2019-03-15,1.85,1.95,2.25,-3.898635477582846e-06,1.85,-0.92,-0.67
2019-03-16,1.7,1.95,2.25,-5.65843621399177e-06,1.7,-0.92,-0.67
2019-03-17,1.82,1.95,2.25,-4.23561859732072e-06,1.82,-0.92,-0.67
2019-03-18,1.86,1.95,2.25,-3.787878787878785e-06,1.86,-0.92,-0.67
2019-03-19,1.86,1.85,2.05,-1.84537684537684e-06,1.86,-0.9,-0.6
2019-03-20,1.75,1.95,2.25,-5.050505050505052e-06,1.75,-0.92,-0.67
2019-03-21,1.82,1.95,2.25,-4.23561859732072e-06,1.82,-0.92,-0.62
2019-03-22,1.55,1.95,2.25,-7.625272331154688e-06,1.55,-0.92,-0.67
2019-03-24,1.35,1.9,2.2,-1.0047281323877068e-05,1.35,-0.92,-0.67
2019-03-25,1.59,1.79,2.01,-4.504504504504502e-06,1.59,-0.92,-0.67
2019-03-26,1.64,1.8,2.15,-5.366161616161621e-06,1.64,-0.92,-0.67
2019-03-27,1.69,1.8,2.15,-4.750103263114412e-06,1.69,-0.92,-0.67
2019-03-28,1.6,1.8,2.15,-5.876068376068373e-06,1.6,-0.92,-0.67
2019-03-29,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-1.25,-0.95
2019-04-01,1.65,1.65,1.95,-3.14465408805032e-06,1.65,-0.92,-0.67
2019-04-02,1.57,1.65,1.95,-4.107220060527451e-06,1.57,-0.92,-0.67
2019-04-03,1.57,1.75,2.05,-5.188067444876777e-06,1.57,-0.92,-0.67
2019-04-04,1.57,1.75,2.05,-5.188067444876777e-06,1.57,-0.92,-0.67
2019-04-05,1.75,1.73,1.93,-1.8181818181818172e-06,1.75,-0.92,-0.67
2019-04-06,1.55,1.65,1.95,-4.357298474945537e-06,1.55,-0.92,-0.67
2019-04-07,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2019-04-08,1.65,1.65,1.95,-3.14465408805032e-06,1.65,-0.92,-0.67
2019-04-09,1.56,1.65,1.95,-4.231770833333333e-06,1.56,-0.92,-0.67
2019-04-10,1.57,1.55,1.85,-3.0263726761781187e-06,1.57,-0.92,-0.67
2019-04-11,1.57,1.55,1.85,-3.0263726761781187e-06,1.57,-0.92,-0.67
2019-04-12,1.7,1.85,2.15,-4.629629629629625e-06,1.7,-0.92,-0.67
2019-04-13,1.65,1.85,2.15,-5.241090146750523e-06,1.65,-0.92,-0.67
2019-04-14,1.65,1.85,2.15,-5.241090146750523e-06,1.65,-0.92,-0.67
2019-04-15,1.6,1.85,2.15,-5.876068376068373e-06,1.6,-0.92,-0.67
2019-04-16,1.56,1.85,2.15,-6.4019097222222224e-06,1.56,-0.92,-0.67
2019-04-17,1.58,1.85,2.15,-6.136950904392764e-06,1.58,-0.92,-0.67
2019-04-18,1.58,1.75,2.05,-5.060292850990522e-06,1.58,-0.92,-0.67
2019-04-19,1.58,1.65,1.95,-3.983634797588287e-06,1.58,-0.92,-0.67
2019-04-20,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2019-04-21,1.65,1.65,1.95,-3.14465408805032e-06,1.65,-0.92,-0.67
2019-04-22,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2019-04-23,1.6,1.65,1.95,-3.7393162393162394e-06,1.6,-0.92,-0.67
2019-04-24,1.65,1.65,1.95,-3.14465408805032e-06,1.65,-0.92,-0.67
2019-04-25,1.67,1.75,2.05,-3.95339159384103e-06,1.67,-0.92,-0.67
2019-04-26,1.55,1.75,2.05,-5.446623093681917e-06,1.55,-0.92,-0.67
2019-04-27,1.6,1.85,2.15,-5.876068376068373e-06,1.6,-0.92,-0.67
2019-04-28,1.65,1.85,2.15,-5.241090146750523e-06,1.65,-0.92,-0.67
2019-04-29,1.56,1.85,2.15,-6.4019097222222224e-06,1.56,-0.92,-0.67
2019-04-30,1.45,1.75,2.05,-6.802721088435369e-06,1.45,-0.92,-0.67
2019-05-01,1.45,1.95,2.25,-9.070294784580495e-06,1.45,-0.92,-0.67
2019-05-02,1.57,1.95,2.25,-7.349762213575442e-06,1.57,-0.92,-0.67
2019-05-03,1.59,1.85,2.15,-6.006006006006007e-06,1.59,-0.92,-0.67
2019-05-04,1.5,1.85,2.15,-7.222222222222223e-06,1.5,-0.92,-0.67
2019-05-05,1.55,1.85,2.15,-6.535947712418302e-06,1.55,-0.92,-0.67
2019-05-06,1.63,1.85,2.15,-5.492184199408531e-06,1.63,-0.92,-0.67
2019-05-07,1.55,1.55,1.85,-3.267973856209151e-06,1.55,-0.92,-0.67
2019-05-08,1.45,1.55,1.85,-4.535147392290248e-06,1.45,-0.92,-0.67
2019-05-09,1.55,1.55,1.85,-3.267973856209151e-06,1.55,-0.92,-0.67
2019-05-10,1.53,1.35,1.65,-1.31752305665349e-06,1.53,-0.92,-0.67
2019-05-12,1.55,1.35,1.65,-1.0893246187363855e-06,1.55,-0.92,-0.67
2019-05-13,1.49,1.35,1.65,-1.7849174475680475e-06,1.49,-0.92,-0.67
2019-05-14,1.48,1.4,1.75,-3.024193548387097e-06,1.48,-0.92,-0.67
2019-05-15,1.48,1.55,1.85,-4.14426523297491e-06,1.48,-0.92,-0.67
2019-05-16,1.46,1.55,1.85,-4.403794037940383e-06,1.46,-0.92,-0.67
2019-05-17,1.55,1.55,1.85,-3.267973856209151e-06,1.55,-0.92,-0.67
2019-05-18,1.47,1.5,1.8,-3.711201079622133e-06,1.47,-0.92,-0.67
2019-05-19,1.52,1.5,1.8,-3.086419753086415e-06,1.52,-0.92,-0.67
2019-05-20,1.5,1.5,1.8,-3.33333333333333e-06,1.5,-0.92,-0.67
2019-05-21,1.46,1.5,1.8,-3.839205058717253e-06,1.46,-0.92,-0.67
2019-05-22,1.44,1.42,1.72,-3.187613843351545e-06,1.44,-0.92,-0.67
2019-05-23,1.37,1.4,1.7,-3.867791842475389e-06,1.37,-0.92,-0.67
2019-05-24,1.37,1.4,1.7,-3.867791842475389e-06,1.37,-0.92,-0.67
2019-05-25,1.35,1.45,1.75,-4.728132387706857e-06,1.35,-0.92,-0.67
2019-05-26,1.4,1.45,1.75,-4.05092592592593e-06,1.4,-0.92,-0.67
2019-05-27,1.41,1.45,1.75,-3.91885661595205e-06,1.41,-0.92,-0.67
2019-05-28,1.42,1.45,1.75,-3.787878787878791e-06,1.42,-0.92,-0.67
2019-05-29,1.41,1.5,1.8,-4.495159059474408e-06,1.41,-0.92,-0.67
2019-05-30,1.32,1.5,1.8,-5.747126436781602e-06,1.32,-0.92,-0.67
2019-05-31,1.13,1.55,1.85,-9.389671361502354e-06,1.13,-0.92,-0.67
2019-06-02,1.35,1.5,1.8,-5.3191489361702105e-06,1.35,-0.92,-0.67
2019-06-03,1.11,1.5,1.8,-9.083728278041066e-06,1.11,-0.92,-0.67
2019-06-04,1.13,1.5,1.8,-8.737610850286902e-06,1.13,-0.92,-0.67
2019-06-05,1.2,1.5,1.8,-7.57575757575757e-06,1.2,-0.92,-0.67
2019-06-06,1.21,1.5,1.8,-7.415786827551532e-06,1.21,-0.92,-0.67
2019-06-07,1.28,1.5,1.8,-6.33528265107212e-06,1.28,-0.92,-0.67
2019-06-08,1.3,1.45,1.75,-5.434782608695658e-06,1.3,-0.92,-0.67
2019-06-09,1.23,1.45,1.75,-6.477329347284505e-06,1.23,-0.92,-0.67
2019-06-10,1.33,1.45,1.75,-5.0071530758226e-06,1.33,-0.92,-0.67
2019-06-11,1.33,1.55,1.85,-6.199332379589892e-06,1.33,-0.92,-0.67
2019-06-12,1.29,1.55,1.85,-6.792819019893259e-06,1.29,-0.92,-0.67
2019-06-13,1.21,1.45,1.75,-6.787330316742083e-06,1.21,-0.92,-0.67
2019-06-14,1.25,1.45,2.05,-9.87654320987654e-06,1.25,-0.92,-0.67
2019-06-15,1.15,1.45,1.75,-7.751937984496126e-06,1.15,-0.92,-0.67
2019-06-16,1.2,1.45,1.75,-6.944444444444445e-06,1.2,-0.92,-0.67
2019-06-17,1.18,1.45,1.75,-7.2629969418960274e-06,1.18,-0.92,-0.67
2019-06-18,1.23,1.45,1.75,-6.477329347284505e-06,1.23,-0.92,-0.67
2019-06-19,1.21,1.5,1.8,-7.415786827551532e-06,1.21,-0.92,-0.67
2019-06-20,1.23,1.65,1.95,-8.968609865470853e-06,1.23,-0.92,-0.67
2019-06-21,1.23,1.7,2.0,-9.591429995017442e-06,1.23,-0.92,-0.67
2019-06-22,1.15,1.45,1.75,-7.751937984496126e-06,1.15,-0.92,-0.67
2019-06-23,1.2,1.45,1.75,-6.944444444444445e-06,1.2,-0.92,-0.67
2019-06-24,1.43,1.5,1.95,-5.944215820759035e-06,1.43,-0.92,-0.67
2019-06-25,1.45,1.35,1.95,-5.668934240362812e-06,1.45,-0.92,-0.67
2019-06-26,1.38,1.35,1.95,-6.652661064425771e-06,1.38,-0.92,-0.67
2019-06-27,1.3,1.35,1.95,-7.850241545893724e-06,1.3,-0.92,-0.67
2019-06-28,1.23,1.45,1.75,-6.477329347284505e-06,1.23,-0.92,-0.67
2019-06-29,1.15,1.25,1.55,-5.1679586563307455e-06,1.15,-0.92,-0.67
2019-06-30,1.2,1.25,1.55,-4.419191919191915e-06,1.2,-0.92,-0.67
2019-07-01,1.25,1.25,1.55,-3.703703703703703e-06,1.25,-0.92,-0.67
2019-07-02,1.04,1.25,1.55,-6.944444444444445e-06,1.04,-0.92,-0.67
2019-07-03,1.03,1.2,1.5,-6.431308155446082e-06,1.03,-0.92,-0.67
2019-07-04,1.03,1.25,1.55,-7.115489874110555e-06,1.03,-0.92,-0.67
2019-07-05,1.02,1.25,1.55,-7.288228822882289e-06,1.02,-0.92,-0.67
2019-07-07,1.0,1.25,1.55,-7.638888888888887e-06,1.0,-0.92,-0.67
2019-07-08,1.02,1.25,1.55,-7.288228822882289e-06,1.02,-0.92,-0.67
2019-07-09,1.0,1.35,1.65,-9.027777777777776e-06,1.0,-0.92,-0.67
2019-07-10,1.02,1.35,1.65,-8.663366336633664e-06,1.02,-0.92,-0.67
2019-07-11,1.0,1.35,1.65,-9.027777777777776e-06,1.0,-0.92,-0.67
2019-07-12,1.06,1.35,1.65,-7.955771305285865e-06,1.06,-0.92,-0.67
2019-07-13,1.0,1.35,1.65,-9.027777777777776e-06,1.0,-0.92,-0.67
2019-07-14,0.91,1.35,1.65,-1.076207097149505e-05,0.91,-0.92,-0.67
2019-07-15,0.99,1.35,1.65,-9.212730318257952e-06,0.99,-0.92,-0.67
2019-07-16,1.1,1.35,1.65,-7.275132275132274e-06,1.1,-0.92,-0.67
2019-07-17,1.02,1.35,1.65,-8.663366336633664e-06,1.02,-0.92,-0.67
2019-07-18,1.05,1.45,1.75,-9.485094850948512e-06,1.05,-0.92,-0.67
2019-07-19,1.07,1.45,1.75,-9.125067096081586e-06,1.07,-0.92,-0.67
2019-07-20,1.05,1.45,1.75,-9.485094850948512e-06,1.05,-0.92,-0.67
2019-07-21,1.1,1.45,1.75,-8.597883597883598e-06,1.1,-0.92,-0.67
2019-07-22,1.08,1.45,1.75,-8.947649572649571e-06,1.08,-0.92,-0.67
2019-07-23,1.07,1.45,1.75,-9.125067096081586e-06,1.07,-0.92,-0.67
2019-07-24,1.05,1.45,1.75,-9.485094850948512e-06,1.05,-0.92,-0.67
2019-07-25,1.16,1.4,1.7,-6.944444444444445e-06,1.16,-0.92,-0.67
2019-07-26,1.15,1.4,1.7,-7.105943152454786e-06,1.15,-0.92,-0.67
2019-07-28,0.85,1.4,1.7,-1.276276276276276e-05,0.85,-0.92,-0.67
2019-07-29,1.12,1.4,1.7,-7.599580712788262e-06,1.12,-0.92,-0.67
2019-07-30,1.07,1.4,1.7,-8.454106280193231e-06,1.07,-0.92,-0.67
2019-07-31,1.07,1.4,1.7,-8.454106280193231e-06,1.07,-0.92,-0.67
2019-08-01,0.98,1.4,1.7,-1.0101010101010105e-05,0.98,-0.92,-0.67
2019-08-02,0.85,1.35,1.66,-1.2162162162162162e-05,0.85,-0.92,-0.67
2019-08-04,0.9,1.25,1.55,-9.502923976608186e-06,0.9,-0.92,-0.67
2019-08-05,0.9,1.25,1.55,-9.502923976608186e-06,0.9,-0.92,-0.67
2019-08-06,0.92,1.25,1.55,-9.114583333333334e-06,0.92,-0.92,-0.67
2019-08-07,0.94,1.29,1.61,-9.593356242840782e-06,0.94,-1.22,-0.97
2019-08-08,1.1,0.83,1.61,-6.746031746031747e-06,1.1,-1.22,-0.97
2019-08-09,1.0,0.9,1.2,-2.7777777777777805e-06,1.0,-1.22,-0.97
2019-08-10,0.85,0.9,1.2,-5.255255255255258e-06,0.85,-0.94,-0.69
2019-08-11,0.77,0.9,1.2,-6.748273697426242e-06,0.77,-0.94,-0.69
2019-08-12,0.83,0.9,1.2,-5.616272009714633e-06,0.83,-0.94,-0.69
2019-08-13,0.91,0.69,1.61,-1.0180337405468298e-05,0.91,-0.94,-0.69
2019-08-14,0.91,0.79,1.61,-1.0180337405468298e-05,0.91,-0.94,-0.69
2019-08-15,1.0,0.87,1.61,-8.472222222222226e-06,1.0,-0.94,-0.69
2019-08-16,0.97,0.85,1.15,-2.538071065989849e-06,0.97,-0.94,-0.69
2019-08-17,0.85,0.95,1.25,-6.006006006006007e-06,0.85,-0.94,-0.69
2019-08-19,0.92,0.95,1.25,-4.774305555555556e-06,0.92,-0.94,-0.69
2019-08-20,0.92,0.95,1.25,-4.774305555555556e-06,0.92,-0.94,-0.69
2019-08-21,0.89,0.95,1.25,-5.29100529100529e-06,0.89,-0.94,-0.69
2019-08-22,0.94,0.95,1.25,-4.43871706758305e-06,0.94,-0.94,-0.69
2019-08-23,0.97,0.95,1.25,-3.948110547095318e-06,0.97,-0.94,-0.69
2019-08-25,0.8,0.95,1.25,-6.944444444444445e-06,0.8,-0.94,-0.69
2019-08-26,0.96,0.95,1.25,-4.109977324263042e-06,0.96,-0.94,-0.69
2019-08-27,0.96,0.95,1.25,-4.109977324263042e-06,0.96,-0.94,-0.69
2019-08-28,0.96,0.64,1.1,-1.984126984126983e-06,0.96,-0.94,-0.69
2019-08-29,0.96,0.84,1.06,-1.4172335600907013e-06,0.96,-0.94,-0.69
2019-08-30,0.9,0.95,1.25,-5.116959064327489e-06,0.9,-0.94,-0.69
2019-08-31,0.8,0.95,1.25,-6.944444444444445e-06,0.8,-0.94,-0.69
2019-09-01,0.8,0.95,1.25,-6.944444444444445e-06,0.8,-0.94,-0.69
2019-09-02,0.88,0.95,1.25,-5.466903073286055e-06,0.88,-0.94,-0.69
2019-09-03,0.88,0.84,1.13,-3.693853427895984e-06,0.88,-0.94,-0.69
2019-09-04,0.85,0.9,1.2,-5.255255255255258e-06,0.85,-0.92,-0.77
2019-09-05,0.85,0.8,1.1,-3.753753753753753e-06,0.85,-0.92,-0.77
2019-09-06,0.84,0.83,1.06,-3.321256038647345e-06,0.84,-0.92,-0.77
2019-09-07,0.8,0.75,1.05,-3.858024691358023e-06,0.8,-0.92,-0.77
2019-09-08,0.8,0.75,1.05,-3.858024691358023e-06,0.8,-0.92,-0.77
2019-09-09,0.82,0.75,1.05,-3.5103785103785103e-06,0.82,-0.92,-0.77
2019-09-10,0.74,0.84,1.13,-6.22605363984674e-06,0.74,-0.92,-0.77
2019-09-11,0.67,0.84,1.09,-6.986027944111776e-06,0.67,-0.92,-0.77
2019-09-12,0.94,0.75,1.05,-1.5750286368843075e-06,0.94,-0.92,-0.77
2019-09-13,0.94,0.75,1.05,-1.5750286368843075e-06,0.94,-0.92,-0.77
2019-09-14,0.9,0.79,1.22,-4.678362573099411e-06,0.9,-0.92,-0.77
2019-09-15,0.9,0.75,1.05,-2.192982456140352e-06,0.9,-0.92,-0.77
2019-09-16,1.0,0.75,1.05,-6.94444444444442e-07,1.0,-0.92,-0.77
2019-09-17,0.97,1.04,1.41,-6.204173716864072e-06,0.97,-0.92,-0.77
2019-09-18,0.81,0.95,1.25,-6.752608962553714e-06,0.81,-0.92,-0.77
2019-09-19,0.89,1.14,1.51,-9.112286890064665e-06,0.89,-0.92,-0.77
2019-09-20,0.53,1.14,1.46,-1.688453159041394e-05,0.53,-0.92,-0.77
2019-09-21,0.7,1.14,1.36,-1.0784313725490202e-05,0.7,-0.92,-0.77
2019-09-22,0.7,1.05,1.35,-1.0620915032679744e-05,0.7,-0.92,-0.77
2019-09-23,0.77,1.05,1.35,-9.102322661644695e-06,0.77,-0.92,-0.77
2019-09-24,0.78,1.15,1.55,-1.2016229712858923e-05,0.78,-0.92,-0.77
2019-09-25,0.47,1.18,1.47,-1.889644746787604e-05,0.47,-0.92,-0.77
2019-09-26,0.65,1.15,1.55,-1.515151515151515e-05,0.65,-0.92,-0.77
2019-09-27,0.65,1.25,1.65,-1.6835016835016837e-05,0.65,-0.92,-0.77
2019-09-28,0.3,1.15,1.45,-2.4572649572649573e-05,0.3,-0.92,-0.77
2019-09-29,0.6,1.15,1.45,-1.4756944444444443e-05,0.6,-0.92,-0.77
2019-09-30,0.6,1.15,1.55,-1.649305555555555e-05,0.6,-0.92,-0.77
2019-10-01,0.6,1.09,1.45,-1.4756944444444443e-05,0.6,-0.92,-0.77
2019-10-02,0.6,1.09,1.46,-1.4930555555555552e-05,0.6,-0.92,-0.77
2019-10-03,0.45,1.15,1.45,-1.915708812260537e-05,0.45,-0.92,-0.77
2019-10-04,0.6,0.99,1.33,-1.2673611111111112e-05,0.6,-0.92,-0.77
2019-10-05,0.65,1.0,1.5,-1.430976430976431e-05,0.65,-0.92,-0.77
2019-10-06,0.65,1.0,1.3,-1.094276094276094e-05,0.65,-0.92,-0.77
2019-10-07,0.65,1.0,1.3,-1.094276094276094e-05,0.65,-0.92,-0.77
2019-10-08,0.7,0.84,1.22,-8.496732026143786e-06,0.7,-0.92,-0.77
2019-10-09,0.7,0.79,1.2,-8.169934640522877e-06,0.7,-0.92,-0.77
2019-10-10,0.7,0.65,0.95,-4.084967320261436e-06,0.7,-0.92,-0.77
2019-10-11,0.7,0.74,1.19,-8.006535947712421e-06,0.7,-0.92,-0.77
2019-10-12,0.7,0.9,1.4,-1.143790849673203e-05,0.7,-0.92,-0.77
